"mrr_date","gateway","simplified_plan_id","billing_interval","mrr"
2018-02-21,"Android","awesome","month",7680
2018-02-21,"Android","business","month",1188
2018-02-21,"Apple","business","month",8699.1
2018-02-21,"Stripe","awesome","year",242911.4257776
2018-02-21,"Stripe","reply","month",29737.29
2018-02-21,"Manual","business","year",13569.3309
2018-02-21,"Apple","awesome","month",45784.17
2018-02-21,"Stripe","business","month",529119.69
2018-02-21,"Manual","business","month",1899
2018-02-21,"Stripe","analyze","month",125
2018-02-21,"Manual","reply","year",2850
2018-02-21,"Apple","business","year",10999.89
2018-02-21,"Manual","other","year",387.0832
2018-02-20,"Stripe","awesome","month",344920.4
2018-02-20,"Android","awesome","year",1173
2018-02-20,"Manual","reply","year",2850
2018-02-20,"Stripe","business","month",528499.72
2018-02-20,"Stripe","reply","year",446.9166666
2018-02-20,"Manual","reply","year",2289.9998
2018-02-20,"Apple","awesome","year",8754.83
2018-02-20,"Android","business","month",1188
2018-02-20,"Manual","business","year",13569.3309
2018-02-20,"Manual","other","year",387.0832
2018-02-20,"Apple","business","month",8699.1
2018-02-20,"Stripe","reply","month",30086.29
2018-02-20,"Stripe","awesome","year",242758.8699445
2018-02-20,"Manual","business","year",1389.1657
2018-02-20,"Stripe","business","year",169238.0365849
2018-02-20,"Apple","business","year",10999.89
2018-02-20,"Android","awesome","month",7620
2018-02-20,"Manual","business","month",1899
2018-02-20,"Apple","awesome","month",45784.17
2018-02-19,"Manual","business","year",13569.3309
2018-02-19,"Stripe","awesome","year",242616.0066112
2018-02-19,"Stripe","reply","year",446.9166666
2018-02-19,"Manual","reply","year",2850
2018-02-19,"Manual","other","year",387.0832
2018-02-19,"Apple","business","month",8799.09
2018-02-19,"Apple","business","year",10999.89
2018-02-19,"Android","awesome","year",1173
2018-02-19,"Stripe","awesome","month",345023.92
2018-02-19,"Stripe","business","year",169389.2857515
2018-02-19,"Manual","business","year",1389.1657
2018-02-19,"Manual","reply","year",2289.9998
2018-02-19,"Android","awesome","month",7600
2018-02-19,"Apple","awesome","month",45924.03
2018-02-19,"Apple","awesome","year",8746.5
2018-02-19,"Stripe","reply","month",29956.04
2018-02-19,"Manual","business","month",1899
2018-02-19,"Stripe","business","month",528477
2018-02-19,"Android","business","month",1188
2018-02-18,"Manual","business","year",1389.1657
2018-02-18,"Stripe","business","month",528727.11
2018-02-18,"Manual","other","year",387.0832
2018-02-18,"Stripe","business","year",169396.3082515
2018-02-18,"Apple","awesome","year",8746.5
2018-02-18,"Android","awesome","year",1173
2018-02-18,"Manual","reply","year",2289.9998
2018-02-18,"Manual","business","month",1899
2018-02-18,"Apple","awesome","month",45914.04
2018-02-18,"Stripe","reply","year",446.9166666
2018-02-18,"Apple","business","month",8799.09
2018-02-18,"Android","business","month",1188
2018-02-18,"Stripe","awesome","year",242666.9432779
2018-02-18,"Stripe","reply","month",29770.07
2018-02-18,"Stripe","awesome","month",345292.15
2018-02-18,"Apple","business","year",10999.89
2018-02-18,"Manual","reply","year",2850
2018-02-18,"Manual","business","year",13569.3309
2018-02-18,"Android","awesome","month",7550
2018-02-17,"Stripe","awesome","month",345751.59
2018-02-17,"Android","awesome","month",7520
2018-02-17,"Android","awesome","year",1164.5
2018-02-17,"Android","business","month",1188
2018-02-17,"Apple","business","month",8999.07
2018-02-17,"Manual","reply","year",2289.9998
2018-02-17,"Stripe","reply","year",446.9166666
2018-02-17,"Stripe","business","month",528629.82
2018-02-17,"Apple","business","year",10999.89
2018-02-17,"Manual","other","year",387.0832
2018-02-17,"Stripe","business","year",169354.6415849
2018-02-17,"Apple","awesome","month",45944.01
2018-02-17,"Stripe","awesome","year",242765.6999444
2018-02-17,"Apple","awesome","year",8738.17
2018-02-17,"Stripe","reply","month",29674.16
2018-02-17,"Manual","reply","year",2850
2018-02-17,"Manual","business","year",13569.3309
2018-02-17,"Manual","business","month",1899
2018-02-17,"Manual","business","year",1389.1657
2018-02-16,"Apple","business","year",10999.89
2018-02-16,"Manual","reply","year",2850
2018-02-16,"Stripe","awesome","month",345927.69
2018-02-16,"Manual","business","year",13484.7476
2018-02-16,"Android","awesome","year",1164.5
2018-02-16,"Android","awesome","month",7520
2018-02-16,"Manual","business","year",1389.1657
2018-02-16,"Apple","awesome","year",8738.17
2018-02-16,"Apple","awesome","month",46053.9
2018-02-16,"Android","business","month",1188
2018-02-16,"Manual","reply","year",2289.9998
2018-02-16,"Manual","business","month",1899
2018-02-16,"Stripe","reply","month",29674.16
2018-02-16,"Apple","business","month",8999.07
2018-02-16,"Stripe","awesome","year",242697.3607778
2018-02-16,"Stripe","business","year",169501.6990848
2018-02-16,"Stripe","reply","year",446.9166666
2018-02-16,"Manual","other","year",387.0832
2018-02-16,"Stripe","business","month",528251.22
2018-02-15,"Manual","reply","year",2850
2018-02-15,"Stripe","business","year",168990.2899185
2018-02-15,"Android","business","month",1188
2018-02-15,"Android","awesome","year",1164.5
2018-02-15,"Stripe","business","month",527395.32
2018-02-15,"Manual","business","year",13484.7476
2018-02-15,"Stripe","reply","year",446.9166666
2018-02-15,"Apple","awesome","year",8738.17
2018-02-15,"Manual","business","year",1389.1657
2018-02-15,"Apple","business","year",10999.89
2018-02-15,"Apple","business","month",8599.11
2018-02-15,"Manual","business","month",1899
2018-02-15,"Manual","other","year",387.0832
2018-02-15,"Stripe","awesome","month",346146.79
2018-02-15,"Apple","awesome","month",46043.91
2018-02-15,"Manual","reply","year",2289.9998
2018-02-15,"Stripe","reply","month",29648.77
2018-02-15,"Android","awesome","month",7520
2018-02-15,"Stripe","awesome","year",242674.4782777
2018-02-14,"Android","awesome","year",1156
2018-02-14,"Stripe","awesome","month",346341.83
2018-02-14,"Stripe","awesome","year",242460.0032776
2018-02-14,"Android","business","month",1188
2018-02-14,"Manual","business","year",13484.7476
2018-02-14,"Stripe","business","year",168592.1774188
2018-02-14,"Manual","business","year",1389.1657
2018-02-14,"Apple","business","year",10999.89
2018-02-14,"Manual","other","year",387.0832
2018-02-14,"Android","awesome","month",7550
2018-02-14,"Apple","awesome","year",8713.18
2018-02-14,"Apple","business","month",8499.12
2018-02-14,"Stripe","reply","month",28901.49
2018-02-14,"Apple","awesome","month",46233.72
2018-02-14,"Stripe","business","month",526390.81
2018-02-14,"Stripe","reply","year",446.9166666
2018-02-14,"Manual","reply","year",2850
2018-02-14,"Manual","business","month",1899
2018-02-14,"Manual","reply","year",2289.9998
2018-02-13,"Apple","awesome","month",46093.86
2018-02-13,"Android","awesome","year",1156
2018-02-13,"Stripe","business","month",526188.62
2018-02-13,"Stripe","awesome","year",242380.521611
2018-02-13,"Stripe","business","year",168641.6699186
2018-02-13,"Android","business","month",1188
2018-02-13,"Stripe","awesome","month",346010.96
2018-02-13,"Manual","business","month",1899
2018-02-13,"Manual","business","year",13484.7476
2018-02-13,"Manual","business","year",1389.1657
2018-02-13,"Stripe","reply","month",28723.03
2018-02-13,"Manual","other","year",387.0832
2018-02-13,"Manual","reply","year",2289.9998
2018-02-13,"Stripe","reply","year",446.9166666
2018-02-13,"Manual","reply","year",2850
2018-02-13,"Apple","awesome","year",8721.51
2018-02-13,"Android","awesome","month",7570
2018-02-13,"Apple","business","month",8499.12
2018-02-13,"Apple","business","year",10999.89
2018-02-12,"Android","awesome","year",1156
2018-02-12,"Manual","business","year",13484.7476
2018-02-12,"Manual","other","year",387.0832
2018-02-12,"Stripe","awesome","month",345500.2
2018-02-12,"Stripe","business","month",525796.62
2018-02-12,"Stripe","awesome","year",242169.226611
2018-02-12,"Manual","business","year",1389.1657
2018-02-12,"Apple","business","month",8499.12
2018-02-12,"Android","awesome","month",7570
2018-02-12,"Stripe","reply","year",446.9166666
2018-02-12,"Stripe","reply","month",28413.03
2018-02-12,"Apple","business","year",10999.89
2018-02-12,"Apple","awesome","year",8696.52
2018-02-12,"Android","business","month",1188
2018-02-12,"Manual","reply","year",2850
2018-02-12,"Manual","reply","year",2289.9998
2018-02-12,"Stripe","business","year",168298.2107521
2018-02-12,"Manual","business","month",1899
2018-02-12,"Apple","awesome","month",46033.92
2018-02-11,"Manual","reply","year",2850
2018-02-11,"Apple","awesome","year",8721.51
2018-02-11,"Stripe","business","month",526300.96
2018-02-11,"Apple","business","month",8599.11
2018-02-11,"Manual","business","month",1899
2018-02-11,"Manual","other","year",387.0832
2018-02-11,"Apple","business","year",10999.89
2018-02-11,"Stripe","awesome","year",242184.9957776
2018-02-11,"Manual","reply","year",2289.9998
2018-02-11,"Stripe","awesome","month",345850.52
2018-02-11,"Android","awesome","month",7540
2018-02-11,"Apple","awesome","month",46013.94
2018-02-11,"Manual","business","year",1389.1657
2018-02-11,"Stripe","reply","month",28714.15
2018-02-11,"Android","awesome","year",1156
2018-02-11,"Android","business","month",1188
2018-02-11,"Stripe","reply","year",446.9166666
2018-02-11,"Stripe","business","year",168382.7474188
2018-02-11,"Manual","business","year",13484.7476
2018-02-10,"Stripe","reply","month",28464.15
2018-02-10,"Stripe","business","year",168294.8849188
2018-02-10,"Stripe","awesome","month",346196.05
2018-02-10,"Stripe","reply","year",446.9166666
2018-02-10,"Android","business","month",1287
2018-02-10,"Manual","reply","year",2289.9998
2018-02-10,"Apple","business","month",8599.11
2018-02-10,"Manual","business","year",13484.7476
2018-02-10,"Manual","business","month",900
2018-02-10,"Manual","business","year",1389.1657
2018-02-10,"Manual","other","year",387.0832
2018-02-10,"Apple","awesome","month",46013.94
2018-02-10,"Apple","business","year",9999.9
2018-02-10,"Android","awesome","month",7540
2018-02-10,"Stripe","awesome","year",242314.1849443
2018-02-10,"Stripe","business","month",526395.2
2018-02-10,"Apple","awesome","year",8729.84
2018-02-10,"Manual","reply","year",2850
2018-02-10,"Android","awesome","year",1139
2018-02-09,"Apple","awesome","month",45973.98
2018-02-09,"Manual","business","year",13484.7476
2018-02-09,"Manual","business","month",900
2018-02-09,"Stripe","reply","month",28574.15
2018-02-09,"Manual","other","year",387.0832
2018-02-09,"Manual","reply","year",2850
2018-02-09,"Apple","business","month",8399.13
2018-02-09,"Manual","reply","year",2289.9998
2018-02-09,"Android","awesome","month",7530
2018-02-09,"Manual","business","year",1389.1657
2018-02-09,"Stripe","reply","year",446.9166666
2018-02-09,"Stripe","awesome","year",242221.443278
2018-02-09,"Android","awesome","year",1147.5
2018-02-09,"Stripe","awesome","month",346220.95
2018-02-09,"Apple","awesome","year",8746.5
2018-02-09,"Stripe","business","year",168557.8374188
2018-02-09,"Stripe","business","month",526526.92
2018-02-09,"Apple","business","year",9999.9
2018-02-09,"Android","business","month",1287
2018-02-08,"Manual","business","month",900
2018-02-08,"Android","awesome","year",1147.5
2018-02-08,"Stripe","reply","year",446.9166666
2018-02-08,"Stripe","reply","month",28447.32
2018-02-08,"Apple","business","year",9999.9
2018-02-08,"Apple","awesome","year",8738.17
2018-02-08,"Apple","business","month",8299.14
2018-02-08,"Android","business","month",1287
2018-02-08,"Manual","other","year",387.0832
2018-02-08,"Android","awesome","month",7520
2018-02-08,"Manual","business","year",13484.7476
2018-02-08,"Stripe","business","year",168640.4940856
2018-02-08,"Apple","awesome","month",46013.94
2018-02-08,"Stripe","awesome","month",346173.8
2018-02-08,"Stripe","business","month",526244.37
2018-02-08,"Stripe","awesome","year",242083.197445
2018-02-08,"Manual","reply","year",2289.9998
2018-02-08,"Manual","reply","year",2850
2018-02-08,"Manual","business","year",1389.1657
2018-02-07,"Stripe","awesome","month",346161.28
2018-02-07,"Apple","awesome","month",46023.93
2018-02-07,"Manual","reply","year",2850
2018-02-07,"Android","awesome","year",1147.5
2018-02-07,"Stripe","awesome","year",241867.5932788
2018-02-07,"Android","business","month",1287
2018-02-07,"Apple","business","year",9999.9
2018-02-07,"Stripe","business","month",525906.1
2018-02-07,"Manual","other","year",387.0832
2018-02-07,"Apple","awesome","year",8729.84
2018-02-07,"Manual","business","year",1389.1657
2018-02-07,"Manual","reply","year",2289.9998
2018-02-07,"Manual","business","year",13484.7476
2018-02-07,"Stripe","reply","year",446.9166666
2018-02-07,"Manual","business","month",900
2018-02-07,"Android","awesome","month",7510
2018-02-07,"Stripe","reply","month",24865.8
2018-02-07,"Stripe","business","year",168628.9907523
2018-02-07,"Apple","business","month",8399.13
2018-02-06,"Manual","reply","year",2850
2018-02-06,"Android","awesome","year",1130.5
2018-02-06,"Apple","business","year",9999.9
2018-02-06,"Stripe","business","year",168377.3524192
2018-02-06,"Stripe","awesome","month",346263.19
2018-02-06,"Manual","other","year",387.0832
2018-02-06,"Android","business","month",1287
2018-02-06,"Apple","business","month",8399.13
2018-02-06,"Manual","business","year",1389.1657
2018-02-06,"Manual","business","month",900
2018-02-06,"Stripe","reply","year",446.9166666
2018-02-06,"Manual","business","year",13484.7476
2018-02-06,"Stripe","reply","month",24950.8
2018-02-06,"Android","awesome","month",7510
2018-02-06,"Stripe","awesome","year",241652.2941123
2018-02-06,"Apple","awesome","month",46203.75
2018-02-06,"Stripe","business","month",525308.46
2018-02-06,"Apple","awesome","year",8713.18
2018-02-06,"Manual","reply","year",2289.9998
2018-02-05,"Android","awesome","year",1130.5
2018-02-05,"Apple","business","month",8299.14
2018-02-05,"Manual","other","year",387.0832
2018-02-05,"Apple","business","year",9999.9
2018-02-05,"Manual","reply","year",2289.9998
2018-02-05,"Stripe","business","year",167504.4915862
2018-02-05,"Stripe","business","month",524988
2018-02-05,"Manual","reply","year",2850
2018-02-05,"Android","awesome","month",7540
2018-02-05,"Apple","awesome","year",8721.51
2018-02-05,"Stripe","reply","year",446.9166666
2018-02-05,"Stripe","awesome","year",241544.9707791
2018-02-05,"Manual","business","year",13442.6643
2018-02-05,"Apple","awesome","month",46153.8
2018-02-05,"Stripe","awesome","month",346008.65
2018-02-05,"Android","business","month",1287
2018-02-05,"Manual","business","year",1389.1657
2018-02-05,"Stripe","reply","month",24355.8
2018-02-05,"Manual","business","month",900
2018-02-04,"Manual","reply","year",2289.9998
2018-02-04,"Android","awesome","year",1130.5
2018-02-04,"Stripe","business","month",525147.06
2018-02-04,"Stripe","reply","month",24355.8
2018-02-04,"Stripe","business","year",167504.4915862
2018-02-04,"Stripe","awesome","month",346333.1
2018-02-04,"Apple","awesome","month",46173.78
2018-02-04,"Stripe","reply","year",446.9166666
2018-02-04,"Apple","business","month",8399.13
2018-02-04,"Manual","reply","year",2850
2018-02-04,"Manual","business","month",900
2018-02-04,"Apple","awesome","year",8729.84
2018-02-04,"Apple","business","year",9999.9
2018-02-04,"Android","awesome","month",7530
2018-02-04,"Stripe","awesome","year",241572.8724459
2018-02-04,"Android","business","month",1287
2018-02-04,"Manual","other","year",387.0832
2018-02-04,"Manual","business","year",1389.1657
2018-02-04,"Manual","business","year",13442.6643
2018-02-03,"Android","awesome","month",7520
2018-02-03,"Android","awesome","year",1130.5
2018-02-03,"Stripe","business","year",167250.7682531
2018-02-03,"Stripe","awesome","year",241674.6857793
2018-02-03,"Apple","business","month",8299.14
2018-02-03,"Manual","business","month",900
2018-02-03,"Manual","other","year",387.0832
2018-02-03,"Stripe","reply","month",24355.8
2018-02-03,"Apple","business","year",9999.9
2018-02-03,"Manual","reply","year",2850
2018-02-03,"Manual","reply","year",2289.9998
2018-02-03,"Apple","awesome","month",46153.8
2018-02-03,"Apple","awesome","year",8721.51
2018-02-03,"Stripe","awesome","month",346978.43
2018-02-03,"Stripe","reply","year",446.9166666
2018-02-03,"Android","business","month",1287
2018-02-03,"Manual","business","year",1389.1657
2018-02-03,"Stripe","business","month",525520.58
2018-02-03,"Manual","business","year",13442.6643
2018-02-02,"Manual","reply","year",2850
2018-02-02,"Manual","business","month",900
2018-02-02,"Manual","reply","year",2289.9998
2018-02-02,"Stripe","reply","year",446.9166666
2018-02-02,"Stripe","reply","month",24346.58
2018-02-02,"Apple","business","year",9999.9
2018-02-02,"Stripe","business","month",527164.83
2018-02-02,"Manual","other","year",387.0832
2018-02-02,"Manual","business","year",1389.1657
2018-02-02,"Apple","awesome","month",46073.88
2018-02-02,"Android","awesome","month",7500
2018-02-02,"Manual","business","year",13442.6643
2018-02-02,"Stripe","awesome","year",241702.7482795
2018-02-02,"Android","awesome","year",1122
2018-02-02,"Apple","awesome","year",8721.51
2018-02-02,"Stripe","business","year",167113.3549198
2018-02-02,"Apple","business","month",8399.13
2018-02-02,"Stripe","awesome","month",346791.79
2018-02-02,"Android","business","month",1188
2018-02-01,"Manual","business","year",13442.6643
2018-02-01,"Stripe","reply","year",446.9166666
2018-02-01,"Manual","business","month",900
2018-02-01,"Manual","reply","year",2850
2018-02-01,"Android","business","month",1188
2018-02-01,"Stripe","business","month",526018.11
2018-02-01,"Stripe","awesome","year",241584.8732796
2018-02-01,"Manual","other","year",217.9166
2018-02-01,"Apple","awesome","month",46123.83
2018-02-01,"Stripe","reply","month",24246.58
2018-02-01,"Apple","awesome","year",8696.52
2018-02-01,"Apple","business","month",8399.13
2018-02-01,"Apple","business","year",9999.9
2018-02-01,"Stripe","awesome","month",346606.68
2018-02-01,"Manual","business","year",1389.1657
2018-02-01,"Manual","reply","year",2289.9998
2018-02-01,"Android","awesome","month",7480
2018-02-01,"Stripe","business","year",167290.8149198
2018-02-01,"Android","awesome","year",1113.5
2018-01-31,"Manual","other","year",217.9166
2018-01-31,"Manual","business","month",900
2018-01-31,"Apple","business","month",8499.12
2018-01-31,"Stripe","awesome","month",346314.92
2018-01-31,"Android","awesome","year",1113.5
2018-01-31,"Android","business","month",1188
2018-01-31,"Stripe","business","year",166714.1632533
2018-01-31,"Manual","business","year",13442.6643
2018-01-31,"Manual","reply","year",2289.9998
2018-01-31,"Stripe","business","month",524503.55
2018-01-31,"Apple","awesome","month",46033.92
2018-01-31,"Stripe","reply","year",446.9166666
2018-01-31,"Stripe","reply","month",24546.58
2018-01-31,"Stripe","awesome","year",241448.5024463
2018-01-31,"Apple","business","year",9999.9
2018-01-31,"Manual","reply","year",2850
2018-01-31,"Apple","awesome","year",8696.52
2018-01-31,"Android","awesome","month",7470
2018-01-31,"Manual","business","year",1389.1657
2018-01-30,"Stripe","reply","year",446.9166666
2018-01-30,"Stripe","reply","month",24221.58
2018-01-30,"Manual","reply","year",2850
2018-01-30,"Manual","other","year",217.9166
2018-01-30,"Apple","business","year",9999.9
2018-01-30,"Apple","awesome","month",45894.06
2018-01-30,"Manual","business","month",900
2018-01-30,"Android","business","month",1089
2018-01-30,"Manual","business","year",1389.1657
2018-01-30,"Android","awesome","year",1113.5
2018-01-30,"Apple","business","month",8299.14
2018-01-30,"Manual","reply","year",2289.9998
2018-01-30,"Stripe","awesome","year",241338.6257796
2018-01-30,"Stripe","awesome","month",345881.9
2018-01-30,"Stripe","business","month",522659.34
2018-01-30,"Manual","business","year",13442.6643
2018-01-30,"Apple","awesome","year",8704.85
2018-01-30,"Stripe","business","year",166750.7540866
2018-01-30,"Android","awesome","month",7480
2018-01-29,"Stripe","business","year",166596.5565867
2018-01-29,"Manual","reply","year",2850
2018-01-29,"Manual","business","month",900
2018-01-29,"Stripe","awesome","year",241298.6549465
2018-01-29,"Apple","business","year",9999.9
2018-01-29,"Manual","business","year",13442.6643
2018-01-29,"Android","awesome","year",1113.5
2018-01-29,"Stripe","business","month",522078.91
2018-01-29,"Android","business","month",1089
2018-01-29,"Stripe","reply","month",24221.58
2018-01-29,"Apple","business","month",8299.14
2018-01-29,"Manual","business","year",1389.1657
2018-01-29,"Android","awesome","month",7490
2018-01-29,"Manual","reply","year",2289.9998
2018-01-29,"Apple","awesome","year",8679.86
2018-01-29,"Apple","awesome","month",45874.08
2018-01-29,"Manual","other","year",217.9166
2018-01-29,"Stripe","awesome","month",345607.84
2018-01-29,"Stripe","reply","year",446.9166666
2018-01-28,"Stripe","reply","year",446.9166666
2018-01-28,"Stripe","awesome","month",345909.61
2018-01-28,"Apple","awesome","month",45894.06
2018-01-28,"Apple","awesome","year",8679.86
2018-01-28,"Manual","business","year",1389.1657
2018-01-28,"Stripe","reply","month",24554.14
2018-01-28,"Android","awesome","year",1105
2018-01-28,"Android","awesome","month",7470
2018-01-28,"Stripe","business","year",166423.8840868
2018-01-28,"Manual","business","year",13442.6643
2018-01-28,"Android","business","month",1089
2018-01-28,"Apple","business","year",9999.9
2018-01-28,"Manual","other","year",217.9166
2018-01-28,"Stripe","business","month",522478.54
2018-01-28,"Manual","reply","year",2850
2018-01-28,"Apple","business","month",8499.12
2018-01-28,"Manual","reply","year",2289.9998
2018-01-28,"Manual","business","month",900
2018-01-28,"Stripe","awesome","year",241348.4866131
2018-01-27,"Manual","business","year",13442.6643
2018-01-27,"Apple","business","year",9999.9
2018-01-27,"Stripe","awesome","month",346104.73
2018-01-27,"Stripe","business","year",166763.0507534
2018-01-27,"Stripe","reply","year",446.9166666
2018-01-27,"Manual","business","month",900
2018-01-27,"Android","business","month",1089
2018-01-27,"Android","awesome","year",1113.5
2018-01-27,"Stripe","business","month",522706.06
2018-01-27,"Stripe","reply","month",24543.28
2018-01-27,"Manual","business","year",1389.1657
2018-01-27,"Manual","other","year",217.9166
2018-01-27,"Manual","reply","year",2289.9998
2018-01-27,"Apple","business","month",8499.12
2018-01-27,"Android","awesome","month",7480
2018-01-27,"Stripe","awesome","year",241477.4757797
2018-01-27,"Apple","awesome","year",8663.2
2018-01-27,"Apple","awesome","month",45993.96
2018-01-27,"Manual","reply","year",2850
2018-01-26,"Manual","business","month",900
2018-01-26,"Android","business","month",1089
2018-01-26,"Stripe","reply","year",446.9166666
2018-01-26,"Apple","business","year",9999.9
2018-01-26,"Stripe","business","month",521586.2
2018-01-26,"Manual","business","year",13442.6643
2018-01-26,"Apple","awesome","month",46033.92
2018-01-26,"Apple","business","month",8599.11
2018-01-26,"Android","awesome","month",7450
2018-01-26,"Stripe","awesome","year",241462.3166129
2018-01-26,"Manual","business","year",1389.1657
2018-01-26,"Manual","reply","year",2289.9998
2018-01-26,"Stripe","reply","month",24771.48
2018-01-26,"Apple","awesome","year",8654.87
2018-01-26,"Stripe","business","year",166764.9082535
2018-01-26,"Stripe","awesome","month",346032.1
2018-01-26,"Android","awesome","year",1113.5
2018-01-26,"Manual","other","year",217.9166
2018-01-26,"Manual","reply","year",2850
2018-01-25,"Stripe","awesome","year",241365.7649464
2018-01-25,"Apple","business","year",9999.9
2018-01-25,"Manual","reply","year",2850
2018-01-25,"Stripe","awesome","month",345782.7
2018-01-25,"Manual","other","year",217.9166
2018-01-25,"Android","business","month",1188
2018-01-25,"Apple","business","month",8599.11
2018-01-25,"Manual","reply","year",2289.9998
2018-01-25,"Apple","awesome","year",8646.54
2018-01-25,"Manual","business","year",1389.1657
2018-01-25,"Stripe","reply","year",446.9166666
2018-01-25,"Stripe","business","month",521989.99
2018-01-25,"Manual","business","year",13442.6643
2018-01-25,"Apple","awesome","month",46113.84
2018-01-25,"Stripe","reply","month",24456.48
2018-01-25,"Android","awesome","year",1096.5
2018-01-25,"Manual","business","month",900
2018-01-25,"Android","awesome","month",7440
2018-01-25,"Stripe","business","year",166210.7865873
2018-01-24,"Android","business","month",1188
2018-01-24,"Stripe","business","month",521089.71
2018-01-24,"Manual","business","year",1389.1657
2018-01-24,"Stripe","business","year",165596.8032544
2018-01-24,"Manual","reply","year",2289.9998
2018-01-24,"Stripe","awesome","month",345761.58
2018-01-24,"Android","awesome","month",7410
2018-01-24,"Apple","awesome","month",45954
2018-01-24,"Apple","awesome","year",8621.55
2018-01-24,"Manual","business","year",13400.581
2018-01-24,"Manual","reply","year",2850
2018-01-24,"Stripe","awesome","year",241244.1299467
2018-01-24,"Stripe","reply","month",24156.48
2018-01-24,"Android","awesome","year",1105
2018-01-24,"Stripe","reply","year",446.9166666
2018-01-24,"Apple","business","year",9999.9
2018-01-24,"Manual","business","month",900
2018-01-24,"Apple","business","month",8599.11
2018-01-24,"Manual","other","year",217.9166
2018-01-23,"Manual","business","month",900
2018-01-23,"Stripe","business","year",165680.969921
2018-01-23,"Stripe","business","month",520872.16
2018-01-23,"Stripe","awesome","year",241093.0732802
2018-01-23,"Apple","awesome","month",45983.97
2018-01-23,"Manual","business","year",1304.9991
2018-01-23,"Apple","awesome","year",8596.56
2018-01-23,"Android","awesome","year",1096.5
2018-01-23,"Manual","reply","year",2850
2018-01-23,"Stripe","reply","month",24156.48
2018-01-23,"Manual","reply","year",2289.9998
2018-01-23,"Manual","other","year",217.9166
2018-01-23,"Apple","business","month",8599.11
2018-01-23,"Android","awesome","month",7420
2018-01-23,"Stripe","awesome","month",345244.46
2018-01-23,"Manual","business","year",13316.4144
2018-01-23,"Apple","business","year",9999.9
2018-01-23,"Android","business","month",1188
2018-01-23,"Stripe","reply","year",446.9166666
2018-01-22,"Manual","business","month",900
2018-01-22,"Apple","business","month",8799.09
2018-01-22,"Manual","business","year",13316.4144
2018-01-22,"Apple","awesome","month",45894.06
2018-01-22,"Stripe","reply","month",24156.48
2018-01-22,"Android","awesome","month",7410
2018-01-22,"Manual","reply","year",2850
2018-01-22,"Android","business","month",1188
2018-01-22,"Stripe","business","month",520160.71
2018-01-22,"Android","awesome","year",1096.5
2018-01-22,"Apple","business","year",9999.9
2018-01-22,"Apple","awesome","year",8579.9
2018-01-22,"Stripe","awesome","year",240720.0332806
2018-01-22,"Stripe","business","year",165421.6374214
2018-01-22,"Manual","reply","year",2289.9998
2018-01-22,"Stripe","awesome","month",344853.77
2018-01-22,"Manual","business","year",1304.9991
2018-01-22,"Stripe","reply","year",446.9166666
2018-01-21,"Manual","business","year",1220.8325
2018-01-21,"Stripe","reply","year",446.9166666
2018-01-21,"Stripe","business","year",165328.9840882
2018-01-21,"Apple","business","month",8799.09
2018-01-21,"Android","business","month",1188
2018-01-21,"Android","awesome","month",7450
2018-01-21,"Stripe","awesome","month",345122.53
2018-01-21,"Apple","business","year",9999.9
2018-01-21,"Manual","reply","year",2289.9998
2018-01-21,"Manual","business","year",13232.2478
2018-01-21,"Android","awesome","year",1096.5
2018-01-21,"Apple","awesome","month",45894.06
2018-01-21,"Stripe","business","month",520483.56
2018-01-21,"Stripe","awesome","year",240847.6149473
2018-01-21,"Manual","business","month",900
2018-01-21,"Stripe","reply","month",24250.02
2018-01-21,"Apple","awesome","year",8546.58
2018-01-20,"Stripe","reply","year",446.9166666
2018-01-20,"Manual","business","year",1220.8325
2018-01-20,"Stripe","awesome","month",345583.13
2018-01-20,"Android","awesome","month",7460
2018-01-20,"Stripe","awesome","year",240995.6582808
2018-01-20,"Android","awesome","year",1096.5
2018-01-20,"Apple","business","year",9999.9
2018-01-20,"Manual","reply","year",2289.9998
2018-01-20,"Stripe","reply","month",24301.8
2018-01-20,"Manual","business","year",13232.2478
2018-01-20,"Stripe","business","month",519410.65
2018-01-20,"Stripe","business","year",165423.3157548
2018-01-20,"Apple","business","month",8799.09
2018-01-20,"Apple","awesome","year",8538.25
2018-01-20,"Manual","business","month",900
2018-01-20,"Android","business","month",1188
2018-01-20,"Apple","awesome","month",46053.9
2018-01-19,"Manual","business","year",1220.8325
2018-01-19,"Apple","business","year",9999.9
2018-01-19,"Manual","reply","year",2289.9998
2018-01-19,"Android","awesome","year",1096.5
2018-01-19,"Manual","business","year",13232.2478
2018-01-19,"Apple","business","month",8799.09
2018-01-19,"Apple","awesome","month",46163.79
2018-01-19,"Android","awesome","month",7470
2018-01-19,"Stripe","business","year",165187.2207551
2018-01-19,"Stripe","awesome","year",240923.2474477
2018-01-19,"Stripe","reply","month",24432.05
2018-01-19,"Stripe","awesome","month",345619.67
2018-01-19,"Stripe","reply","year",446.9166666
2018-01-19,"Android","business","month",1188
2018-01-19,"Stripe","business","month",517991.79
2018-01-19,"Apple","awesome","year",8538.25
2018-01-19,"Manual","business","month",900
2018-01-18,"Stripe","awesome","year",240779.2432811
2018-01-18,"Apple","awesome","month",46173.78
2018-01-18,"Stripe","business","year",165218.0882552
2018-01-18,"Apple","business","year",9999.9
